"lhs","op","rhs","mi","epc"
"warmed","~~","warmed",7.1877586646847e-26,-5.93915808819593e-15
"warmed","~~","clipped",1.48776526780214e-25,1.08884215836071e-14
"clipped","~~","clipped",5.78938983592839e-27,-6.87581590395297e-15
"TP..mg.P.kg.","~","NO3..mg.L.",8.34511826208619,0.615796971788436
"TP..mg.P.kg.","~","NH4..mg.L.",0.0588425028742147,-0.0447275832547805
"TP..mg.P.kg.","~","TN..mg.L.",1.16496279154692,0.227359237451499
"TP..mg.P.kg.","~","H2O..mg.gsoil.",2.754849438646,-0.33240741183302
"TP..mg.P.kg.","~","pH",1.08186145033065,0.461424140330159
"TP..mg.P.kg.","~","Normalized.polyP..FACS",1.09313406756009,-0.555344463569552
"TP..mg.P.kg.","~","Normalized.PHAAO..FACS",0.75556583531448,-0.39179405043576
"TP..mg.P.kg.","~","Normalized.PAO..FACS",1.16843717696537,-0.476411108361432
"TP..mg.P.kg.","~","Normalized.PAO..Raman",3.35912105343536,0.933387666242237
"TP..mg.P.kg.","~","Richness",5.06518527651192,0.489302526063727
"TP..mg.P.kg.","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.112877441189805,0.0103633754290495
"NO3..mg.L.","~","TP..mg.P.kg.",8.34511825943063,0.564655684825576
"NO3..mg.L.","~","NH4..mg.L.",0.0666114512571902,-0.0455698280867625
"NO3..mg.L.","~","TN..mg.L.",5.90261258762327,0.490062865729639
"NO3..mg.L.","~","H2O..mg.gsoil.",4.12060533508526,-0.389291887102176
"NO3..mg.L.","~","pH",0.674127475846662,0.348785627856225
"NO3..mg.L.","~","Normalized.polyP..FACS",1.10367414535052,0.18686557631671
"NO3..mg.L.","~","Normalized.PHAAO..FACS",1.34082640010882,-0.198712767609207
"NO3..mg.L.","~","Normalized.PAO..FACS",0.123592856233442,0.0628571876946888
"NO3..mg.L.","~","Normalized.PAO..Raman",0.880139682126953,-0.214662454666673
"NO3..mg.L.","~","Richness",3.84211345457568,0.397738843106424
"NO3..mg.L.","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",4.67683248525035,-0.0692808768254092
"NH4..mg.L.","~","TP..mg.P.kg.",0.05884250290661,-0.0548156366899847
"NH4..mg.L.","~","NO3..mg.L.",0.0666114511342904,-0.0609060259420054
"NH4..mg.L.","~","TN..mg.L.",14.974549500619,0.902397685412687
"NH4..mg.L.","~","H2O..mg.gsoil.",3.99933703214288,0.443384270466959
"NH4..mg.L.","~","pH",0.090558868402691,-0.147789812180903
"NH4..mg.L.","~","Normalized.polyP..FACS",3.9200034923552,-0.407139776644535
"NH4..mg.L.","~","Normalized.PHAAO..FACS",1.03600895015759,0.201935505762082
"NH4..mg.L.","~","Normalized.PAO..FACS",2.76477229290362,-0.343699881953104
"NH4..mg.L.","~","Normalized.PAO..Raman",0.535127542181487,0.193508648111829
"NH4..mg.L.","~","Richness",3.31984975777986,-0.403430048995531
"NH4..mg.L.","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",10.5063742134329,-0.124254561723133
"TN..mg.L.","~","TP..mg.P.kg.",1.16496279167168,0.213495245994802
"TN..mg.L.","~","NO3..mg.L.",5.90261254927097,0.501858450253517
"TN..mg.L.","~","NH4..mg.L.",14.9745497145993,0.691424164928183
"TN..mg.L.","~","H2O..mg.gsoil.",0.13999911085707,-0.072614308473607
"TN..mg.L.","~","pH",0.780282324413131,0.379732856085099
"TN..mg.L.","~","Normalized.polyP..FACS",1.77051189283944,-0.239509651444527
"TN..mg.L.","~","Normalized.PHAAO..FACS",0.0427126612670513,0.035890750187124
"TN..mg.L.","~","Normalized.PAO..FACS",2.58072884723413,-0.290665960066829
"TN..mg.L.","~","Normalized.PAO..Raman",0.287120868700557,-0.12407303168881
"TN..mg.L.","~","Richness",3.68090599081562,0.346674414340587
"TN..mg.L.","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",21.7096474461543,0.195142041215903
"H2O..mg.gsoil.","~","TP..mg.P.kg.",2.75484943862512,-0.345315384643901
"H2O..mg.gsoil.","~","NO3..mg.L.",4.12060533437376,-0.441036391007887
"H2O..mg.gsoil.","~","NH4..mg.L.",3.99933703142806,0.375834358840005
"H2O..mg.gsoil.","~","TN..mg.L.",0.139999110859191,-0.0803326012014818
"H2O..mg.gsoil.","~","pH",10.3016425248801,-1.45124367812357
"H2O..mg.gsoil.","~","Normalized.polyP..FACS",5.82091364715621,-0.836051251996946
"H2O..mg.gsoil.","~","Normalized.PHAAO..FACS",1.55029798552893,-0.46624644273821
"H2O..mg.gsoil.","~","Normalized.PAO..FACS",6.19106769624379,-0.836330131867756
"H2O..mg.gsoil.","~","Normalized.PAO..Raman",26.4038373099719,2.22431893270862
"H2O..mg.gsoil.","~","Richness",2.2601894620683,-0.267678662239314
"H2O..mg.gsoil.","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.0471127935848288,0.00681278218775289
"pH","~","TP..mg.P.kg.",1.08185616601684,0.0976920069878448
"pH","~","NO3..mg.L.",0.674122464514356,0.0805323906186505
"pH","~","NH4..mg.L.",0.0905593564994607,-0.0255315051580319
"pH","~","TN..mg.L.",0.780277087707097,0.0856171750834492
"pH","~","H2O..mg.gsoil.",10.3016379587639,-0.295770459879807
"pH","~","Normalized.polyP..FACS",0.712661844872902,0.0785884663619618
"pH","~","Normalized.PHAAO..FACS",0.114112939679094,-0.0304068415634917
"pH","~","Normalized.PAO..FACS",0.0163079023551933,0.0118871350988921
"pH","~","Normalized.PAO..Raman",1.53263179337006,-0.15863552883751
"pH","~","Richness",0.562551303824497,0.0381542481928992
"pH","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.00799033099550425,-0.00124564837646836
"Normalized.polyP..FACS","~","NO3..mg.L.",5.00258046139404,0.0993656381190374
"Normalized.polyP..FACS","~","NH4..mg.L.",0.0601376446996303,0.00979422992968831
"Normalized.polyP..FACS","~","TN..mg.L.",2.35671014022566,0.0671806241466768
"Normalized.polyP..FACS","~","Richness",2.61050379609209,0.0369490740256143
"Normalized.polyP..FACS","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.000172746967001884,-8.83953967264224e-05
"Normalized.polyP..FACS","~","warmed",4.24207604892747,-0.124423401635777
"Normalized.polyP..FACS","~","clipped",0.00405902422366275,-0.00236087235572424
"Normalized.PHAAO..FACS","~","NO3..mg.L.",2.63293917957691,-0.32889247574449
